transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T13849,U062,2022-02-25,Expense,Food,842.0,UPI,Jaipur,Books
T9312,U013,2021-08-29,Expense,Travel,3959.0,Bank Transfer,Bangalore,!!!
T11087,U062,,Expense,educaton,9036.0,Cash,Hyderabad,
T1234,U038,2021-10-22,Expense,Other,8478.0,Bank Transfer,Hyderabad,Uber ride
T6490,U029,2024-07-02,Expense,Other,5612.0,UPI,mum,
T10595,U062,2023-09-15,Expense,Utilities,1199.0,Cash,,Doctor consultation
T12051,U068,2024-01-28,Expense,Food,817.0,Cash,Pune,Gym membership
T11265,U077,2022-08-02,Expense,Food,4779.0,Cash,mum,Medicine
T5048,U039,2021-02-14,Expense,Travel,8953.0,Cash,Pune,Internet bill
T8750,U149,2024-01-26,Income,Investment,53734.0,UPI,Bangalore,Fixed deposit
T11376,U006,2023-02-27,Expense,rnt,-500.0,Bank Transfer,Hyderabad,
T8387,U106,2021-02-03,Income,Freelance,17559.0,,Lucknow,Restaurant dinner
T5294,U009,2021-07-28,Expense,Food,7112.0,Cash,Hyderabad,Restaurant dinner
T6476,U144,2022-12-23,Expense,Rent,26635.0,Cash,Mumbai,...
T9711,U117,2022-06-16,Expense,fod,6540.0,bank transfr,Bangalore,test
T5584,U077,,Expense,Utilities,6454.0,Cash,jai,Train ticket
T10054,U102,2024-02-20,Expense,Utilities,4943.0,bank transfr,Pune,...
T11544,U133,2023-11-08,Expense,Rent,9773.0,bank transfr,Kolkata,EMI payment
T5972,U090,2021-03-22,Expense,rnt,1731.0,Card,,
T10040,U115,2023-04-27,Income,Bonus,54802.0,UPI,Chennai,misc
T0132,U111,2021-07-21,Expense,education,6508.0,Card,Ahmedabad,Movie tickets
T13393,U075,2023-01-08,Expense,savings,7924.0,Cash,Delhi,Coffee
T9185,U134,2024-09-04,Expense,Food,5687.0,bank transfr,Pune,Petrol
T4531,U147,2024-09-01,Expense,Utilities,7389.0,Cash,Pune,Train ticket
T8981,U129,2024-09-01,Expense,Food,4300.0,Cash,Lucknow,
T6338,U063,,Income,Freelance,68446.0,Cash,Jaipur,
T11799,U103,2021-06-16,Expense,Food,3246.0,UPI,Hyderabad,test
T4991,U095,2022-04-02,Expense,Food,4793.0,Bank Transfer,Pune,test
T0088,U114,2024-10-28,Income,Salary,49315.0,Card,Delhi,Medicine
T8382,U043,2022-07-07,Expense,Food,1603.0,Bank Transfer,,Gym membership
T11296,U080,2021-05-26,Expense,Utilities,5944.0,Card,,Petrol
T9030,U074,2023-10-21,Expense,Travel,6073.0,Cash,Chennai,Train ticket
T12525,U020,2024-11-22,Expense,fod,8164.0,Cash,Mumbai,Medicine
T11869,U077,2023-05-16,Expense,Food,2000.0,Card,Mumbai,Electricity bill
T6922,U009,2021-01-05,Expense,Utilities,1795.0,Card,Lucknow,
T3210,U026,2024-12-17,Expense,Food,1713.0,Cash,Chennai,Grocery shopping
T13968,U083,2024-12-26,Income,Freelance,34921.0,Cash,Ahmedabad,Petrol
T7950,U134,2022-07-17,Expense,traval,3248.0,banktransfer,,Grocery shopping
T6731,U062,2022-10-25,Income,Other,11374.0,Card,Mumbai,Grocery shopping
T8596,U061,2024-04-13,Expense,Rent,4958.0,Bank Transfer,Jaipur,EMI payment
T2589,U125,2024-07-02,Expense,Utilities,999999.0,,Delhi,Fixed deposit
T10816,U060,2021-04-10,Expense,fod,7033.0,Card,Pune,Train ticket
T4240,U008,2022-05-06,Expense,Food,4469.0,Card,Pune,Train ticket
T5940,U067,2022-11-10,Expense,Food,7282.0,Card,Ahmedabad,Coffee
T7996,U064,2023-08-29,Expense,Travel,1516.0,UPI,Bangalore,Medicine
T5621,U045,2022-11-23,Expense,health,1211.0,UPI,Hyderabad,Monthly rent payment
T13404,U102,2021-12-10,Expense,traval,219.0,Card,Ahmedabad,Shopping
T9710,U065,2024-03-30,Expense,Rent,3268.0,bank transfr,Hyderabad,Books
T0095,U128,2023-08-15,Expense,Utilities,4044.0,Bank Transfer,Ahmedabad,ATM withdrawal
T5195,U135,2024-08-23,Expense,utlities,5501.0,bank transfr,Pune,Online course
T8458,U051,2021-08-05,Expense,health,975.0,Card,,Online course
T6929,U083,2024-03-19,Expense,entrtnmnt,728.0,Bank Transfer,Delhi,Lunch
T11815,U051,2023-04-09,Expense,traval,7752.0,UPI,Bangalore,Shopping
T4749,U056,2022-03-27,Income,Investment,26157.0,Card,Lucknow,
T8595,U103,2024-01-12,Expense,health,3998.0,Cash,Hyderabad,Monthly rent payment
T0028,U148,2021-01-13,Expense,Food,9047.0,UPI,Pune,
T3967,U122,2021-10-07,Expense,Entertainment,7273.0,UPI,Ahmedabad,
T12429,U033,2022-12-01,Expense,Rent,360.0,Card,Delhi,Movie tickets
T5347,U011,2023-06-21,Expense,Entertainment,5491.0,banktransfer,Delhi,Medicine
T12192,U058,2021-08-28,Expense,Food,217.0,banktransfer,Delhi,Fixed deposit
T5423,U043,2021-08-04,Expense,Entertainment,299.0,UPI,Ahmedabad,misc
T6606,U071,2022-09-23,Expense,Food,1870.0,Cash,Ahmedabad,Gym membership
T5964,U056,2023-02-10,Income,Freelance,77936.0,Cash,Hyderabad,
T13105,U023,2021-08-13,Expense,Food,999999.0,Card,Lucknow,...
T9934,U051,2021-01-09,Expense,entrtnmnt,6862.0,Card,Pune,
T4988,U029,2022-02-17,Expense,Rent,2994.0,,Ahmedabad,Fixed deposit
T11624,U058,2023-03-05,Expense,Travel,1055.0,Card,Chennai,Petrol
T2679,U074,2022-11-29,Expense,Utilities,5081.0,Card,,Petrol
T2590,U118,2024-06-09,Expense,utlities,3591.0,Card,,Movie tickets
T12808,U124,2021-04-29,Expense,Entertainment,334.0,UPI,,Fixed deposit
T0941,U019,2023-10-01,Expense,Food,4864.0,UPI,Delhi,Movie tickets
T9143,U116,,Expense,Utilities,275.0,Cash,Pune,Train ticket
T2140,U051,2022-07-24,Expense,savings,1668.0,UPI,Kolkata,misc
T2530,U035,2024-12-26,Expense,Food,2903.0,Bank Transfer,Chennai,Train ticket
T7717,U108,2022-12-12,Expense,fod,7491.0,UPI,Hyderabad,Fixed deposit
T1966,U147,2024-03-21,Expense,Rent,42642.0,Cash,Delhi,Medicine
T9343,U030,2022-07-29,Expense,fod,1195.0,banktransfer,Ahmedabad,Petrol
T2065,U021,2023-04-07,Expense,Food,6393.0,Card,Ahmedabad,asdfgh
T7959,U103,2022-05-23,Expense,Food,3741.0,Cash,Ahmedabad,Movie tickets
T10434,U122,2024-01-14,Expense,Entertainment,1094.0,Cash,Jaipur,Medicine
T9271,U070,2022-01-24,Expense,Rent,2203.0,Cash,Jaipur,misc
T9016,U014,2024-02-09,Expense,fod,5130.0,Card,Pune,ATM withdrawal
T2945,U091,2022-09-09,Income,Other,17985.0,Card,Jaipur,...
T9335,U068,2022-08-10,Expense,Travel,7776.0,UPI,Delhi,
T13382,U102,2023-06-20,Expense,Food,205.0,Bank Transfer,Jaipur,Doctor consultation
T10477,U074,2023-04-08,Expense,Utilities,1113.0,Cash,Chennai,Doctor consultation
T3906,U051,2021-07-11,Income,Bonus,23559.0,UPI,Chennai,misc
T13417,U053,2023-05-03,Income,Freelance,49255.0,Bank Transfer,Ahmedabad,xyz123
T9031,U086,2023-01-01,Expense,rnt,729.0,UPI,Bangalore,
T11283,U112,2021-03-25,Expense,fod,667.0,banktransfer,Kolkata,Electricity bill
T6768,U069,2021-06-24,Expense,traval,9971.0,Bank Transfer,,test
T3417,U105,2021-12-31,Expense,Travel,4038.0,Cash,Jaipur,Train ticket
T3959,U100,2023-03-02,Expense,Food,4529.0,UPI,jai,test
T5917,U106,2023-09-28,Income,Salary,73117.0,Card,Delhi,Electricity bill
T6591,U075,2022-10-19,Expense,Food,2642.0,Bank Transfer,Lucknow,Petrol
T7223,U053,2024-02-23,Expense,Travel,5693.0,Card,Bangalore,
T5169,U045,2022-07-18,Expense,Utilities,623.0,Bank Transfer,Chennai,xyz123
T11261,U116,2024-04-11,Expense,,6507.0,Bank Transfer,Mumbai,Restaurant dinner
T10966,U044,2021-11-30,Expense,Food,3871.0,Bank Transfer,Hyderabad,...
T7318,U097,2023-08-11,Expense,Rent,9421.0,Bank Transfer,Bangalore,
T11476,U133,2024-10-16,Income,Other,55084.0,Cash,Pune,Restaurant dinner
T10783,U016,2022-11-09,Expense,utlities,1319.0,UPI,che,
T0520,U020,2024-07-03,Expense,Food,2585.0,Cash,Hyderabad,Petrol
T4579,U104,2022-04-03,Expense,Travel,1572.0,Cash,Delhi,Movie tickets
T2100,U040,2021-09-14,Income,Investment,76402.0,UPI,Ahmedabad,
T13361,U078,2024-09-08,Expense,edu,2049.0,UPI,Delhi,Movie tickets
T9489,U084,2023-03-25,Expense,Utilities,3960.0,Cash,,Movie tickets
T11028,U071,2022-10-12,Income,Other,13097.0,Cash,Lucknow,Petrol
T11098,U067,2022-08-16,Expense,utilties,3628.0,Cash,Kolkata,Restaurant dinner
T1205,U123,2021-01-07,Expense,,9335.0,bank transfr,Bangalore,
T3612,U146,2023-05-29,Expense,Travel,9780.0,UPI,Ahmedabad,
T12727,U034,2024-06-25,Expense,Travel,8879.0,banktransfer,Hyderabad,!!!
T1536,U023,2021-03-01,Expense,Food,4398.0,Cash,Ahmedabad,Fixed deposit
T1153,U045,2023-06-08,Expense,Food,1910.0,Bank Transfer,Pune,Lunch
T0947,U023,2024-03-21,Expense,Food,2407.0,Card,Lucknow,Coffee
T7163,U078,2022-07-03,Expense,fod,2197.0,UPI,Lucknow,
T4623,U111,2024-02-27,Expense,Food,3434.0,UPI,Bangalore,Books
T8743,U130,2023-11-09,Expense,rentt,5774.0,Bank Transfer,Jaipur,Coffee
T12890,U064,2022-06-11,Expense,Food,3997.0,Cash,,asdfgh
T0876,U109,2022-10-12,Expense,Utilities,2044.0,UPI,Mumbai,Uber ride
T8141,U061,2022-05-21,Expense,Travel,5164.0,UPI,Ahmedabad,
T8151,U114,2022-02-27,Expense,saving,5078.0,Card,,Movie tickets
T0446,U114,2021-10-01,Expense,Rent,4008.0,,,Doctor consultation
T13680,U121,2023-02-14,Expense,Rent,47179.0,UPI,Kolkata,Coffee
T8842,U101,2024-06-30,Expense,fod,7181.0,Cash,Lucknow,
T0623,U098,2021-12-31,Expense,utilties,3364.0,UPI,Lucknow,misc
T12523,U106,2021-06-01,Expense,Food,2938.0,,Chennai,Movie tickets
T7296,U034,2024-10-12,Expense,health,5930.0,Bank Transfer,Bangalore,Coffee
T12710,U068,2023-07-06,Expense,entrtnmnt,2653.0,Cash,Pune,
T4373,U088,2021-06-03,Expense,fod,4875.0,UPI,,asdfgh
T13590,U142,2023-03-26,Expense,Entertainment,1636.0,Bank Transfer,Chennai,Fixed deposit
T3216,U036,2022-02-16,Expense,edu,6368.0,Card,Ahmedabad,Monthly rent payment
T7903,U101,2021-02-11,Expense,Food,1559.0,Card,Pune,
T7146,U111,2023-08-11,Expense,Travel,5128.0,Card,Kolkata,EMI payment
T13989,U095,2023-11-30,Income,Salary,74119.0,UPI,Mumbai,xyz123
T2062,U046,2022-04-02,Expense,edu,8256.0,Bank Transfer,Bangalore,!!!
T12056,U120,2022-10-25,Expense,health,5599.0,Cash,Kolkata,Gym membership
T5545,U113,2023-11-06,Expense,utilties,255.0,Cash,Pune,Online course
T13976,U023,2023-03-05,Expense,,6714.0,Cash,Hyderabad,
T13549,U013,2024-08-10,Expense,Utilities,4778.0,Bank Transfer,Hyderabad,Medicine
T11499,U137,2024-02-07,Expense,Travel,8947.0,Card,Bangalore,Internet bill
T12162,U074,2022-02-08,Expense,Food,5094.0,,Kolkata,
T0527,U108,2024-02-01,Expense,Rent,9444.0,Card,Lucknow,Shopping
T2922,U042,2022-01-01,Expense,utilties,1870.0,banktransfer,Bangalore,Grocery shopping
T12806,U145,2023-12-19,Expense,Entertainment,8213.0,UPI,Hyderabad,...
T12354,U075,2023-05-14,Expense,Food,565.0,Bank Transfer,Bangalore,EMI payment
T0620,U044,2024-04-16,Expense,,6921.0,Card,Ahmedabad,Uber ride
T5515,U108,2022-02-03,Income,Freelance,21587.0,Card,jai,misc
T1151,U108,2021-06-03,Expense,educaton,837.0,Bank Transfer,Delhi,asdfgh
T3962,U077,2022-03-05,Expense,Travel,1986.0,Cash,Lucknow,misc
T7277,U062,2024-05-08,Expense,Travel,2486.0,UPI,Pune,
T12829,U087,2023-06-22,Expense,edu,9634.0,UPI,Kolkata,
T9483,U053,2021-08-04,Expense,Food,4367.0,Card,mum,...
T6875,U123,2022-05-01,Expense,education,8259.0,,Kolkata,Movie tickets
T0936,U084,2024-09-10,Expense,Food,3019.0,bank transfr,Mumbai,EMI payment
T1442,U068,2021-05-27,Expense,rnt,5873.0,Bank Transfer,Hyderabad,Lunch
T6098,U067,2021-10-22,Expense,Other,4989.0,Card,Ahmedabad,...
T2240,U033,2022-11-04,Expense,Food,145.0,Bank Transfer,jai,
T6536,U003,2022-03-22,Expense,Rent,5996.0,Card,Jaipur,Internet bill
T5206,U058,2021-09-06,Expense,Utilities,7540.0,Bank Transfer,Mumbai,Movie tickets
T10407,U025,2022-11-17,Expense,Food,5454.0,Card,mum,test
T4152,U122,2021-10-22,Expense,Food,5081.0,Card,mum,...
T5994,U114,2021-06-10,Expense,Food,8768.0,Card,Mumbai,
T9262,U046,2024-10-22,Expense,health,6076.0,,Ahmedabad,xyz123
T0882,U044,2023-05-25,Expense,Travel,9121.0,UPI,Jaipur,Books
T10426,U041,2021-01-16,Expense,helth,3394.0,Bank Transfer,Ahmedabad,
T5285,U060,2023-04-30,Expense,Entertainment,8833.0,Bank Transfer,Delhi,!!!
T8311,U059,2024-04-18,Expense,fod,7445.0,Cash,Mumbai,Books
T11886,U004,2024-03-21,Expense,Rent,7649.0,UPI,Pune,Movie tickets
T8683,U099,,Expense,Rent,5797.0,Card,che,
T10756,U124,2023-11-06,Expense,education,5203.0,Card,Delhi,
T9223,U128,2021-06-02,Expense,Food,3898.0,Bank Transfer,Chennai,test
T10952,U028,2024-08-12,Expense,Food,4723.0,banktransfer,Ahmedabad,!!!
T12177,U134,2021-12-03,Expense,Rent,45096.0,Cash,che,Movie tickets
T2936,U035,2022-03-11,Income,Other,12981.0,UPI,Ahmedabad,
T2703,U093,2024-11-26,Expense,savings,7903.0,UPI,Ahmedabad,Shopping
T9119,U066,2022-12-17,Expense,Utilities,650.0,UPI,Chennai,Gym membership
T0233,U103,2024-02-02,Expense,Food,186.0,Bank Transfer,,misc
T12631,U085,2024-03-08,Expense,Utilities,7202.0,Cash,Chennai,
T4080,U095,2021-02-15,Expense,Food,1773.0,Card,Kolkata,Monthly rent payment
T13351,U143,2022-12-29,Expense,Utilities,7006.0,Bank Transfer,Delhi,
T6947,U141,2023-08-16,Expense,Food,1256.0,bank transfr,Delhi,
T5919,U098,2023-01-11,Expense,Other,7445.0,Cash,Lucknow,...
T11894,U074,2023-01-17,Expense,Food,92.0,UPI,Ahmedabad,xyz123
T4552,U085,2024-08-30,Expense,helth,5683.0,Cash,Hyderabad,...
T4074,U072,2022-03-17,Expense,Food,999999.0,Card,Hyderabad,
T11557,U124,2021-05-27,Expense,Travel,2799.0,Card,Ahmedabad,Restaurant dinner
T4321,U090,2021-03-19,Expense,Food,8624.0,Cash,Hyderabad,Monthly rent payment
T5212,U033,2023-03-22,Expense,Food,3872.0,Cash,Bangalore,Lunch
T2290,U109,2022-05-06,Expense,helth,1621.0,,Bangalore,Coffee
T3870,U011,2021-02-22,Expense,Food,995.0,,Kolkata,Internet bill
T10364,U121,2023-04-25,Expense,Entertainment,2653.0,Cash,jai,misc
T12790,U063,,Expense,Rent,766.0,Card,Pune,
T2520,U105,2021-08-13,Expense,edu,6103.0,Card,Lucknow,
T13354,U119,2022-11-03,Income,Freelance,33528.0,UPI,Kolkata,Doctor consultation
T3325,U074,2021-02-28,Income,Freelance,69344.0,UPI,Kolkata,Medicine
T5309,U008,2021-11-02,Income,Investment,29479.0,Bank Transfer,Chennai,misc
T11333,U089,2023-01-24,Expense,fod,2475.0,Cash,Hyderabad,
T3273,U002,2024-11-24,Expense,Utilities,9866.0,Card,Ahmedabad,Restaurant dinner
T12846,U114,2023-07-17,Expense,Travel,2375.0,UPI,,misc
T1531,U063,2021-11-11,Expense,Entertainment,4372.0,UPI,Ahmedabad,xyz123
T10402,U005,2024-04-29,Expense,Food,758.0,Cash,Bangalore,Uber ride
T4701,U033,2021-12-31,Expense,Utilities,2519.0,Cash,Ahmedabad,Doctor consultation
T13402,U070,2023-08-12,Expense,Food,3976.0,UPI,Jaipur,Gym membership
T5356,U050,2021-07-17,Expense,Food,2639.0,Bank Transfer,,Train ticket
T7068,U052,2022-11-28,Expense,fod,6568.0,Card,Kolkata,misc
T13300,U051,2023-09-03,Income,Bonus,61069.0,Cash,Ahmedabad,Internet bill
T9744,U119,2024-01-20,Expense,Food,2666.0,UPI,mum,
T3848,U143,2023-06-02,Expense,utilties,5651.0,UPI,Kolkata,Lunch
T10211,U055,2021-07-12,Income,Salary,21856.0,Card,Kolkata,
T2733,U138,2022-02-05,Expense,Travel,4502.0,Bank Transfer,Delhi,Uber ride
T5913,U129,2022-09-04,Expense,rnt,8521.0,Bank Transfer,Bangalore,
T5646,U126,2023-10-25,Expense,Travel,4831.0,banktransfer,Ahmedabad,Monthly rent payment
T7236,U046,2023-09-18,Expense,education,2993.0,Cash,Delhi,Fixed deposit
T2906,U063,2024-03-21,Expense,fod,3136.0,UPI,Pune,!!!
T2300,U072,,Expense,education,4150.0,UPI,Hyderabad,misc
T2786,U060,2024-09-15,Expense,Food,8292.0,Card,Mumbai,
T5184,U138,2021-03-05,Expense,helth,168.0,Cash,Pune,Movie tickets
T9778,U031,2021-01-20,Expense,Food,201.0,Card,Ahmedabad,Grocery shopping
T10335,U145,2024-02-27,Expense,Entertainment,257.0,UPI,Pune,
T7358,U118,2022-08-22,Expense,Food,3940.0,Card,Jaipur,Train ticket
T5798,U013,2021-03-05,Expense,rnt,4115.0,,Hyderabad,misc
T13489,U016,2022-02-02,Expense,helth,6837.0,UPI,Chennai,
T7113,U049,2022-02-28,Expense,Rent,6367.0,UPI,Pune,ATM withdrawal
T7855,U124,2021-12-05,Expense,Food,3816.0,Card,Delhi,Uber ride
T7636,U136,2022-02-10,Expense,Entertainment,1481.0,Bank Transfer,Pune,Monthly rent payment
T3196,U083,2023-01-15,Expense,Rent,35570.0,Cash,Pune,Fixed deposit
T5772,U150,2021-09-29,Expense,rentt,13459.0,Bank Transfer,Pune,Coffee
T10753,U090,2021-10-19,Expense,Food,937.0,Cash,Lucknow,Monthly rent payment
T13564,U146,2021-09-09,Expense,Rent,652.0,Card,Ahmedabad,Lunch
T11095,U097,2022-08-31,Expense,Food,2290.0,Bank Transfer,Jaipur,Fixed deposit
T1320,U122,2021-08-26,Expense,entrtnmnt,7976.0,Cash,Delhi,Shopping
T1239,U128,2022-03-03,Expense,educaton,2724.0,bank transfr,Pune,Books
T7893,U099,2023-06-27,Expense,rentt,16138.0,Cash,Delhi,
T3635,U016,2023-06-09,Expense,traval,6951.0,Cash,Pune,...
T13394,U122,2023-06-05,Expense,Food,3522.0,UPI,Pune,
T13480,U067,2021-04-05,Expense,rnt,9287.0,Cash,Mumbai,Grocery shopping
T13563,U145,2021-10-03,Expense,rnt,3517.0,Cash,,Gym membership
T5255,U097,2022-01-13,Expense,entrtnmnt,6922.0,Card,Mumbai,asdfgh
T8518,U126,2023-06-29,Expense,Entertainment,7890.0,Cash,Hyderabad,Restaurant dinner
T13794,U055,2022-11-06,Expense,education,7055.0,Cash,Chennai,xyz123
T12632,U084,2023-03-22,Income,Investment,49660.0,Bank Transfer,Bangalore,
T8117,U101,2021-05-05,Expense,Rent,7157.0,UPI,jai,Monthly rent payment
T1095,U105,2024-06-28,Income,Freelance,32722.0,Cash,Jaipur,Gym membership
T9598,U050,2022-05-18,Expense,Rent,38642.0,Card,,Fixed deposit
T7450,U048,2023-06-19,Expense,Rent,-1000.0,Bank Transfer,Pune,xyz123
T12030,U047,2022-11-27,Expense,Rent,9384.0,Bank Transfer,Ahmedabad,Internet bill
T3858,U124,2021-06-30,Expense,education,7612.0,Card,Jaipur,Restaurant dinner
T6773,U027,2023-01-14,Income,Other,17938.0,Card,Delhi,
T7976,U028,2021-05-25,Income,Freelance,25157.0,Cash,Hyderabad,ATM withdrawal
T5225,U010,2024-07-18,Income,Other,20023.0,UPI,jai,Uber ride
T7966,U100,2021-10-31,Expense,health,1112.0,Cash,,
T2838,U117,2023-08-16,Expense,rnt,1680.0,Card,mum,Train ticket
T6666,U004,2024-05-09,Expense,traval,7543.0,Bank Transfer,Jaipur,misc
T13386,U060,2024-03-06,Expense,rentt,25844.0,Cash,Pune,Petrol
T10796,U064,2023-06-28,Expense,Food,4097.0,UPI,Mumbai,Internet bill
T1170,U076,2022-10-14,Expense,Entertainment,3742.0,Cash,Hyderabad,Lunch
T3218,U002,2024-01-31,Expense,education,2325.0,UPI,Mumbai,misc
T2051,U020,2024-05-11,Income,Other,14617.0,banktransfer,Pune,
T5971,U030,2023-03-01,Expense,Rent,6246.0,Card,Kolkata,Petrol
T0302,U148,2022-04-30,Expense,rentt,7481.0,Bank Transfer,Jaipur,Lunch
T5923,U077,2022-05-30,Expense,Food,3745.0,Cash,Pune,EMI payment
T10278,U122,2024-09-17,Expense,utlities,9442.0,Cash,Ahmedabad,
T4968,U103,2021-09-19,Income,Bonus,41698.0,Cash,Jaipur,Online course
T11862,U099,2022-05-09,Expense,Food,6945.0,Cash,Hyderabad,Gym membership
T1339,U051,,Expense,helth,1145.0,Bank Transfer,Mumbai,test
T5028,U049,2022-09-25,Expense,Travel,9829.0,Cash,Pune,Grocery shopping
T6002,U078,2023-07-24,Expense,Travel,4834.0,Cash,Ahmedabad,
T11216,U030,2021-03-31,Expense,Rent,2334.0,Cash,Hyderabad,Monthly rent payment
T2089,U131,2021-07-19,Expense,educaton,4962.0,banktransfer,Lucknow,Uber ride
T0108,U141,2024-01-06,Expense,Travel,1441.0,Cash,Jaipur,Medicine
T7126,U111,2024-06-11,Expense,Rent,1612.0,,Kolkata,
T1057,U017,2021-08-09,Expense,utilties,3809.0,Cash,Delhi,
T11891,U058,2024-09-23,Expense,Utilities,3649.0,UPI,,
T4129,U125,2024-11-27,Expense,Rent,1113.0,bank transfr,Lucknow,Petrol
T8374,U019,2022-05-20,Expense,Travel,5754.0,UPI,Bangalore,Books
T0699,U045,2024-06-25,Expense,Entertainment,2634.0,Card,Ahmedabad,Monthly rent payment
T3536,U012,2024-06-09,Expense,Food,5911.0,Cash,Mumbai,test
T8017,U091,2024-10-08,Expense,edu,2807.0,Bank Transfer,Ahmedabad,
T5820,U045,2024-05-26,Expense,Entertainment,4911.0,Card,Hyderabad,...
T6934,U058,2022-06-28,Expense,utilties,4975.0,UPI,Mumbai,Books
T9314,U071,,Expense,savings,3767.0,UPI,Kolkata,!!!
T2618,U055,2022-03-11,Expense,Rent,8690.0,Cash,,Uber ride
T11926,U011,2024-03-31,Expense,entrtnmnt,8255.0,,Chennai,Coffee
T9640,U072,2022-06-21,Expense,Food,999999999.0,banktransfer,Delhi,Restaurant dinner
T3271,U099,2024-11-25,Income,Freelance,63736.0,Bank Transfer,Pune,Lunch
T12654,U149,2023-09-16,Expense,Utilities,3203.0,Cash,Delhi,
T6523,U010,2023-12-05,Income,Bonus,365282.0,bank transfr,Ahmedabad,EMI payment
T1049,U033,2022-06-12,Expense,Food,3020.0,Cash,Kolkata,asdfgh
T3452,U074,2022-01-15,Expense,Rent,2944.0,,Hyderabad,
T4742,U054,2023-08-31,Expense,Other,8830.0,UPI,Kolkata,
T3742,U030,,Expense,Utilities,7520.0,bank transfr,Lucknow,Restaurant dinner
T11878,U083,2024-07-08,Expense,Rent,37972.0,Card,Lucknow,Doctor consultation
T13595,U095,2021-04-01,Expense,Utilities,1837.0,Card,Lucknow,...
T0588,U039,2024-08-22,Expense,Food,4755.0,Cash,Lucknow,
T10358,U098,2024-07-02,Expense,Rent,6826.0,banktransfer,,...
T5543,U013,2021-11-30,Income,Freelance,79300.0,Bank Transfer,Lucknow,
T9999,U013,2023-03-20,Expense,Travel,8520.0,Card,,asdfgh
T9785,U057,2022-06-21,Expense,Travel,8025.0,Cash,Lucknow,misc
T7668,U079,2022-05-08,Expense,Entertainment,3054.0,Cash,jai,Shopping
T10319,U082,2021-01-09,Expense,edu,4117.0,Card,Mumbai,Electricity bill
T8853,U124,2022-12-17,Expense,Entertainment,7277.0,bank transfr,mum,Lunch
T9202,U041,2021-03-17,Expense,Travel,3328.0,UPI,Jaipur,
T2174,U021,2023-12-15,Expense,Travel,8920.0,Cash,Bangalore,xyz123
T0818,U046,2022-05-03,Expense,Food,2303.0,UPI,Pune,Shopping
T11725,U139,2022-05-06,Expense,fod,3780.0,Card,Kolkata,Doctor consultation
T1331,U100,2021-10-28,Expense,utlities,4708.0,bank transfr,Jaipur,Doctor consultation
T9549,U050,2023-02-16,Expense,Utilities,9318.0,Card,Kolkata,
T6354,U148,2024-03-14,Expense,education,3707.0,bank transfr,Ahmedabad,Uber ride
T13944,U041,2021-11-11,Expense,education,3615.0,Bank Transfer,Kolkata,Lunch
T1014,U094,2021-01-22,Expense,educaton,5264.0,UPI,,Gym membership
T1648,U123,2021-09-14,Expense,health,5968.0,Bank Transfer,Chennai,Fixed deposit
T10292,U005,2022-05-12,Income,Investment,44839.0,banktransfer,jai,
T11536,U111,2022-07-16,Expense,saving,7364.0,Card,Lucknow,EMI payment
T3903,U069,2024-09-12,Expense,fod,5414.0,Cash,Mumbai,
T10447,U067,2022-11-22,Expense,rnt,5930.0,Cash,Ahmedabad,Restaurant dinner
T8328,U020,2024-05-10,Expense,Utilities,4435.0,Bank Transfer,Jaipur,Monthly rent payment
T6366,U087,2021-05-23,Expense,Rent,7979.0,Bank Transfer,Kolkata,Shopping
T7025,U126,2023-07-23,Income,Investment,79771.0,Cash,,misc
T3966,U143,2023-09-12,Expense,,6278.0,UPI,,!!!
T7751,U048,2022-03-30,Expense,savings,8824.0,Cash,Jaipur,Books
T8515,U110,,Expense,helth,6862.0,Card,Bangalore,Fixed deposit
T8426,U070,2023-02-17,Expense,education,6111.0,Bank Transfer,,asdfgh
T1483,U023,2022-11-19,Expense,rnt,4489.0,Cash,Mumbai,Movie tickets
T0633,U069,2021-07-07,Expense,Entertainment,1097.0,banktransfer,mum,
T4827,U140,2023-04-30,Expense,rentt,32922.0,,,...
T0267,U011,2024-02-03,Expense,health,6536.0,Cash,Pune,Shopping
T6514,U033,2023-09-27,Expense,Rent,6946.0,Card,Lucknow,
T8728,U002,2023-04-25,Expense,Entertainment,1733.0,Bank Transfer,Bangalore,Restaurant dinner
T8184,U106,2024-10-10,Expense,fod,9374.0,UPI,,Electricity bill
T7278,U111,2022-01-26,Expense,Food,2250.0,Cash,mum,
T0695,U116,2024-11-28,Expense,fod,2463.0,Cash,,Restaurant dinner
T4495,U057,2021-10-11,Expense,Food,5594.0,Cash,Hyderabad,!!!
T8668,U121,2021-04-05,Expense,Food,4697.0,Bank Transfer,,Medicine
T2842,U048,2021-06-04,Expense,Food,6661.0,UPI,Bangalore,Fixed deposit
T5712,U132,2024-05-19,Income,Investment,23760.0,banktransfer,Jaipur,Fixed deposit
T3714,U135,2023-10-29,Income,Salary,63400.0,Bank Transfer,Jaipur,Internet bill
T13112,U119,2021-02-14,Expense,Utilities,1245.0,Card,Chennai,Grocery shopping
T2834,U012,2024-07-13,Expense,Food,1022.0,Cash,Chennai,Fixed deposit
T8822,U042,2021-06-19,Expense,Rent,4893.0,banktransfer,,Movie tickets
T11773,U003,2023-03-25,Expense,helth,5749.0,UPI,Lucknow,Lunch
